Date,Adj Close,Close,High,Low,Open,Volume
2024-01-10,1997.00390625,2020.25,2022.949951171875,1992.800048828125,2015.0999755859373,650058
2024-01-11,2063.331787109375,2087.35009765625,2095.5,2023.300048828125,2024.550048828125,1305313
2024-01-12,2061.7998046875,2085.800048828125,2100.0,2062.800048828125,2100.0,765951
2024-01-15,1998.33837890625,2021.5999755859373,2108.949951171875,2011.0,2098.300048828125,1349721
2024-01-16,2010.249755859375,2033.6500244140625,2043.9000244140625,2013.3499755859373,2030.0,1347953
2024-01-17,1993.5936279296875,2016.800048828125,2047.5,2003.449951171875,2023.6500244140625,727553
2024-01-18,1988.3546142578125,2011.5,2026.050048828125,1980.0,2016.0,815604
2024-01-19,2013.5611572265625,2037.0,2045.0,2011.0,2015.800048828125,747716
2024-01-23,1964.482421875,1987.3499755859373,2045.949951171875,1978.5999755859373,2015.449951171875,910575
2024-01-24,1977.9259033203125,2000.949951171875,2015.0,1959.800048828125,1975.0,903005
2024-01-25,1918.7645263671875,1941.0999755859373,2055.0,1923.050048828125,2055.0,2078701
2024-01-29,1942.093017578125,1964.699951171875,1974.0,1927.949951171875,1941.0,1563040
2024-01-30,1935.07470703125,1957.5999755859373,1996.8499755859373,1953.5,1973.0999755859373,1011435
2024-01-31,1978.3214111328125,2001.3499755859373,2006.8499755859373,1952.050048828125,1960.050048828125,1064182
2024-02-01,1972.291748046875,1995.25,2024.8499755859373,1985.0,2017.0,588605
2024-02-02,2021.7657470703125,2045.300048828125,2048.60009765625,1997.550048828125,1997.550048828125,830770
2024-02-05,2000.859130859375,2024.1500244140625,2077.64990234375,2010.199951171875,2049.25,829877
2024-02-06,2023.9404296875,2047.5,2068.0,2024.1500244140625,2034.0,707510
2024-02-07,2040.200927734375,2063.949951171875,2074.89990234375,2039.949951171875,2054.10009765625,413546
2024-02-08,2010.3486328125,2033.75,2073.550048828125,2026.5,2068.0,223855
2024-02-09,2014.154296875,2037.5999755859373,2046.0,2005.699951171875,2044.800048828125,235265
2024-02-12,2012.325439453125,2035.75,2054.449951171875,2015.550048828125,2044.0,309481
2024-02-13,2020.727783203125,2044.25,2060.199951171875,2021.0,2035.0,436456
2024-02-14,2063.9248046875,2087.949951171875,2105.0,2021.199951171875,2031.0,597383
2024-02-15,2068.9169921875,2093.0,2118.199951171875,2051.449951171875,2105.0,754820
2024-02-16,2114.140380859375,2138.75,2186.0,2097.10009765625,2098.75,2287490
2024-02-19,2096.001220703125,2120.39990234375,2160.0,2092.89990234375,2153.0,981429
2024-02-20,2093.826904296875,2118.199951171875,2138.5,2093.85009765625,2133.89990234375,611276
2024-02-21,2069.4111328125,2093.5,2139.0,2081.0,2122.0,407855
2024-02-22,2104.156494140625,2128.64990234375,2133.75,2090.85009765625,2104.449951171875,482482
2024-02-23,2091.602783203125,2115.949951171875,2139.0,2104.35009765625,2135.0,345944
2024-02-26,2137.221923828125,2162.10009765625,2167.0,2088.0,2107.050048828125,661221
2024-02-27,2108.60498046875,2133.14990234375,2168.14990234375,2127.39990234375,2167.0,626537
2024-02-28,2070.44921875,2094.550048828125,2142.14990234375,2071.85009765625,2135.0,808633
2024-02-29,2114.5849609375,2139.199951171875,2159.39990234375,2084.85009765625,2092.0,1749636
2024-03-01,2216.79541015625,2242.60009765625,2275.0,2121.64990234375,2139.949951171875,1643917
2024-03-04,2206.66357421875,2232.35009765625,2267.699951171875,2220.0,2263.39990234375,794390
2024-03-05,2254.654541015625,2280.89990234375,2289.89990234375,2232.050048828125,2239.0,942601
2024-03-06,2253.76513671875,2280.0,2295.199951171875,2231.10009765625,2295.199951171875,1248715
2024-03-07,2233.69873046875,2259.699951171875,2313.449951171875,2255.10009765625,2284.0,873474
2024-03-11,2242.249267578125,2268.35009765625,2304.35009765625,2255.050048828125,2276.0,715668
2024-03-12,2216.79541015625,2242.60009765625,2279.85009765625,2232.39990234375,2271.699951171875,471203
2024-03-13,2121.553955078125,2146.25,2257.5,2125.75,2242.60009765625,999329
2024-03-14,2125.063232421875,2149.800048828125,2200.60009765625,2108.89990234375,2139.85009765625,970661
2024-03-15,2042.6722412109373,2066.449951171875,2159.0,2054.949951171875,2153.0,1517532
2024-03-18,2008.0750732421875,2031.449951171875,2067.75,2012.050048828125,2061.0,1291028
2024-03-19,2026.2857666015625,2041.800048828125,2056.0,2010.0,2031.6500244140625,895151
2024-03-20,2019.487548828125,2034.949951171875,2105.0,2005.800048828125,2055.64990234375,1492834
2024-03-21,2039.4349365234373,2055.050048828125,2080.949951171875,2023.300048828125,2080.14990234375,1087462
2024-03-22,2035.21728515625,2050.800048828125,2085.0,2034.5,2062.0,833468
2024-03-26,2067.123046875,2082.949951171875,2088.0,2028.3499755859373,2053.300048828125,1066097
2024-03-27,2107.017333984375,2123.14990234375,2134.0,2084.14990234375,2100.0,1315796
2024-03-28,2135.49951171875,2151.85009765625,2165.0,2104.39990234375,2140.0,934714
2024-04-01,2122.846435546875,2139.10009765625,2195.0,2128.199951171875,2174.0,591922
2024-04-02,2134.209228515625,2150.550048828125,2175.300048828125,2116.89990234375,2175.300048828125,899959
2024-04-03,2088.409912109375,2104.39990234375,2150.0,2101.199951171875,2150.0,718065
2024-04-04,2070.84423828125,2086.699951171875,2118.85009765625,2067.75,2118.85009765625,797799
2024-04-05,2053.67578125,2069.39990234375,2094.0,2060.0,2086.0,586351
2024-04-08,2116.742919921875,2132.949951171875,2139.0,2066.300048828125,2080.0,935056
2024-04-09,2083.1005859375,2099.050048828125,2144.0,2096.0,2144.0,546070
2024-04-10,2081.462890625,2097.39990234375,2142.39990234375,2089.10009765625,2100.949951171875,592948
2024-04-12,2031.2972412109373,2046.8499755859373,2109.14990234375,2038.4000244140625,2097.89990234375,770726
2024-04-15,1984.9521484375,2000.1500244140625,2046.6500244140625,1988.800048828125,2011.0999755859373,1014530
2024-04-16,1960.588623046875,1975.5999755859373,2001.4000244140625,1960.699951171875,1990.0999755859373,1225387
2024-04-18,1925.9537353515625,1940.699951171875,1988.5,1927.449951171875,1980.0,2514361
2024-04-19,1884.620361328125,1899.050048828125,1921.449951171875,1873.0,1918.0,2046537
2024-04-22,1928.4844970703125,1943.25,1950.0,1890.0999755859373,1898.949951171875,1222136
2024-04-23,1938.259521484375,1953.0999755859373,1972.0,1918.5,1950.550048828125,1278413
2024-04-24,1949.3746337890625,1964.300048828125,1971.0999755859373,1940.949951171875,1959.0,1129487
2024-04-25,1990.509521484375,2005.75,2014.0999755859373,1951.300048828125,1968.0,1052042
2024-04-26,2001.1778564453125,2016.5,2038.800048828125,1995.6500244140625,2007.0,809102
2024-04-29,2021.1251220703125,2036.5999755859373,2042.0,2012.25,2020.0,420629
2024-04-30,2044.3472900390625,2060.0,2105.39990234375,2043.699951171875,2049.0,1223892
2024-05-02,2057.198974609375,2072.949951171875,2117.85009765625,2066.550048828125,2117.85009765625,1595338
2024-05-03,2037.15234375,2052.75,2085.85009765625,2035.8499755859373,2083.89990234375,527068
2024-05-06,2041.2213134765625,2056.85009765625,2070.0,2030.5,2060.0,304143
2024-05-07,1964.5582275390625,1979.5999755859373,2065.0,1973.0,2063.050048828125,725249
2024-05-08,1981.4786376953125,1996.6500244140625,2025.0,1918.5,1979.5999755859373,2130967
2024-05-09,2047.9200439453125,2063.60009765625,2123.0,2023.9000244140625,2023.9000244140625,5353261
2024-05-10,2047.870361328125,2063.550048828125,2087.35009765625,2022.75,2080.0,1125560
2024-05-13,2052.882080078125,2068.60009765625,2085.39990234375,1975.449951171875,2063.550048828125,1593052
2024-05-14,2118.5791015625,2134.800048828125,2139.949951171875,2065.0,2074.800048828125,1387841
2024-05-15,2083.99365234375,2099.949951171875,2149.89990234375,2085.0,2140.0,724319
2024-05-16,2111.731201171875,2127.89990234375,2133.949951171875,2090.5,2120.0,535364
2024-05-17,2167.8515625,2184.449951171875,2192.64990234375,2115.050048828125,2127.89990234375,1090700
2024-05-21,2139.5185546875,2155.89990234375,2199.449951171875,2142.10009765625,2199.0,772583
2024-05-22,2126.02197265625,2142.300048828125,2170.0,2121.10009765625,2167.0,609077
2024-05-23,2158.622314453125,2175.14990234375,2181.0,2137.050048828125,2143.75,457984
2024-05-24,2221.4912109375,2238.5,2254.0,2160.0,2165.050048828125,1224582
2024-05-27,2232.457275390625,2249.550048828125,2264.39990234375,2208.449951171875,2260.0,809083
2024-05-28,2234.541015625,2251.64990234375,2270.949951171875,2226.64990234375,2250.0,678357
2024-05-29,2236.724365234375,2253.85009765625,2265.10009765625,2215.050048828125,2230.60009765625,518041
2024-05-30,2213.899169921875,2230.85009765625,2259.25,2222.699951171875,2244.949951171875,741013
2024-05-31,2162.691162109375,2179.25,2238.800048828125,2145.75,2227.14990234375,2814422
2024-06-03,2232.903564453125,2250.0,2255.0,2207.300048828125,2234.550048828125,895334
2024-06-04,2194.646484375,2211.449951171875,2253.0,2069.0,2251.0,1169349
2024-06-05,2333.93017578125,2351.800048828125,2370.10009765625,2201.89990234375,2223.10009765625,1794260
2024-06-06,2379.9775390625,2398.199951171875,2409.949951171875,2335.5,2360.0,1606531
2024-06-07,2389.355712890625,2407.64990234375,2429.64990234375,2387.14990234375,2400.0,747356
2024-06-10,2418.333984375,2436.85009765625,2444.949951171875,2412.0,2419.64990234375,1482253
2024-06-11,2423.891357421875,2442.449951171875,2452.0,2418.0,2440.0,937870
2024-06-12,2402.108154296875,2420.5,2448.10009765625,2415.60009765625,2448.10009765625,630482
2024-06-13,2423.09716796875,2441.64990234375,2461.0,2411.0,2440.75,990069
2024-06-14,2484.82470703125,2503.85009765625,2519.0,2441.64990234375,2446.39990234375,813619
2024-06-18,2452.373046875,2471.14990234375,2510.550048828125,2453.300048828125,2510.0,1090211
2024-06-19,2419.22705078125,2437.75,2474.050048828125,2430.14990234375,2470.050048828125,674896
2024-06-20,2409.50146484375,2427.949951171875,2449.300048828125,2388.5,2431.64990234375,759638
2024-06-21,2416.894775390625,2435.39990234375,2468.949951171875,2425.0,2440.0,1274845
2024-06-24,2421.162109375,2439.699951171875,2463.0,2427.050048828125,2435.39990234375,838611
2024-06-25,2396.35205078125,2414.699951171875,2483.550048828125,2406.85009765625,2440.699951171875,709617
2024-06-26,2358.6904296875,2376.75,2419.949951171875,2353.0,2419.949951171875,1328074
2024-06-27,2326.338134765625,2344.14990234375,2403.199951171875,2334.550048828125,2368.85009765625,2892926
2024-06-28,2346.880859375,2364.85009765625,2376.0,2327.10009765625,2363.0,531757
2024-07-01,2336.708984375,2354.60009765625,2388.64990234375,2340.35009765625,2364.85009765625,531888
2024-07-02,2320.58251953125,2338.35009765625,2369.39990234375,2314.75,2354.60009765625,879900
2024-07-03,2297.0126953125,2314.60009765625,2373.199951171875,2301.199951171875,2350.0,745901
2024-07-04,2347.97265625,2365.949951171875,2393.949951171875,2317.75,2320.0,1348615
2024-07-05,2411.684814453125,2430.14990234375,2439.0,2369.050048828125,2369.050048828125,1253460
2024-07-08,2380.02734375,2398.25,2445.949951171875,2381.39990234375,2445.949951171875,752377
2024-07-09,2419.673583984375,2438.199951171875,2447.5,2397.5,2403.10009765625,761404
2024-07-10,2421.7080078125,2440.25,2476.449951171875,2406.449951171875,2452.0,1400944
2024-07-11,2456.888427734375,2475.699951171875,2491.89990234375,2444.199951171875,2444.199951171875,2112524
2024-07-12,2420.9140625,2439.449951171875,2491.0,2425.10009765625,2480.0,742628
2024-07-15,2432.2275390625,2450.85009765625,2455.550048828125,2424.300048828125,2445.0,320518
2024-07-16,2436.742919921875,2455.39990234375,2472.85009765625,2436.89990234375,2459.0,424872
2024-07-18,2389.30615234375,2407.60009765625,2464.949951171875,2383.0,2460.0,894461
2024-07-19,2386.279296875,2404.550048828125,2417.699951171875,2370.0,2410.550048828125,858204
2024-07-22,2407.66552734375,2426.10009765625,2440.949951171875,2371.0,2404.800048828125,510664
2024-07-23,2453.415283203125,2472.199951171875,2490.0,2359.949951171875,2425.89990234375,836325
2024-07-24,2430.9375,2449.550048828125,2485.0,2421.14990234375,2485.0,542901
2024-07-25,2430.689453125,2449.300048828125,2458.5,2421.0,2445.550048828125,395417
2024-07-26,2488.943359375,2508.0,2528.800048828125,2438.75,2449.5,1328315
2024-07-29,2465.72119140625,2484.60009765625,2539.949951171875,2465.75,2529.0,715525
2024-07-30,2477.72900390625,2496.699951171875,2511.949951171875,2470.60009765625,2484.550048828125,635216
2024-07-31,2511.7685546875,2531.0,2557.050048828125,2492.10009765625,2492.10009765625,1913288
2024-08-01,2564.564208984375,2584.199951171875,2602.14990234375,2520.0,2532.0,2477455
2024-08-02,2549.876708984375,2569.39990234375,2584.89990234375,2525.0,2574.800048828125,907741
2024-08-05,2474.40478515625,2493.35009765625,2561.0,2461.5,2515.39990234375,1605272
2024-08-06,2459.965087890625,2478.800048828125,2529.949951171875,2427.0,2514.89990234375,2149602
2024-08-07,2554.987548828125,2574.550048828125,2618.64990234375,2535.0,2535.0,2338106
2024-08-08,2509.833251953125,2529.050048828125,2590.64990234375,2504.14990234375,2579.0,608596
2024-08-09,2561.835205078125,2581.449951171875,2589.60009765625,2534.050048828125,2541.60009765625,554497
2024-08-12,2558.411376953125,2578.0,2583.10009765625,2535.0,2578.39990234375,788200
2024-08-13,2615.772216796875,2635.800048828125,2655.0,2555.5,2588.89990234375,2005430
2024-08-14,2585.702392578125,2605.5,2653.14990234375,2594.5,2635.800048828125,1364898
2024-08-16,2580.492431640625,2600.25,2635.14990234375,2572.85009765625,2625.0,1089926
2024-08-19,2587.786376953125,2607.60009765625,2625.0,2585.25,2622.550048828125,464963
2024-08-20,2616.169189453125,2636.199951171875,2647.39990234375,2612.050048828125,2624.0,546115
2024-08-21,2611.5048828125,2631.5,2636.199951171875,2605.60009765625,2636.199951171875,968366
2024-08-22,2685.68701171875,2706.25,2715.199951171875,2629.35009765625,2647.0,1415927
2024-08-23,2745.975341796875,2767.0,2818.0,2751.199951171875,2760.0,2526589
2024-08-26,2754.11279296875,2775.199951171875,2789.0,2740.699951171875,2781.699951171875,694903
2024-08-27,2720.272216796875,2741.10009765625,2786.85009765625,2722.14990234375,2785.0,917102
2024-08-28,2716.451171875,2737.25,2762.199951171875,2721.949951171875,2756.39990234375,615924
2024-08-29,2730.642578125,2751.550048828125,2765.5,2725.550048828125,2750.0,545401
2024-08-30,2791.923583984375,2813.300048828125,2824.0,2757.85009765625,2779.0,1691050
2024-09-02,2769.4951171875,2790.699951171875,2860.0,2780.35009765625,2859.5,1086763
2024-09-03,2761.456787109375,2782.60009765625,2806.0,2777.35009765625,2806.0,732254
2024-09-04,2753.81494140625,2774.89990234375,2783.60009765625,2746.050048828125,2756.699951171875,512770
2024-09-05,2740.715576171875,2761.699951171875,2802.5,2752.300048828125,2771.0,472195
2024-09-06,2731.38720703125,2752.300048828125,2783.050048828125,2732.85009765625,2761.64990234375,638798
2024-09-09,2744.08984375,2765.10009765625,2771.60009765625,2716.050048828125,2753.85009765625,420546
2024-09-10,2734.06640625,2755.0,2789.10009765625,2747.64990234375,2778.800048828125,361187
2024-09-11,2738.680908203125,2759.64990234375,2780.0,2726.39990234375,2764.800048828125,451598
2024-09-12,2801.40087890625,2822.85009765625,2828.0,2765.35009765625,2780.050048828125,640298
2024-09-13,2807.15673828125,2828.64990234375,2843.60009765625,2818.35009765625,2834.85009765625,372568
2024-09-16,2820.157470703125,2841.75,2849.949951171875,2805.0,2840.800048828125,237258
2024-09-17,2797.33203125,2818.75,2850.0,2783.10009765625,2850.0,998069
2024-09-18,2763.59033203125,2784.75,2835.0,2772.199951171875,2819.949951171875,537825
2024-09-19,2749.548095703125,2770.60009765625,2816.89990234375,2728.10009765625,2809.800048828125,541355
2024-09-20,2794.2060546875,2815.60009765625,2824.89990234375,2766.949951171875,2785.0,1029376
2024-09-23,2823.5810546875,2845.199951171875,2879.0,2813.449951171875,2832.89990234375,1352527
2024-09-24,2846.902587890625,2868.699951171875,2885.89990234375,2828.050048828125,2832.5,716361
2024-09-25,2849.68115234375,2871.5,2898.89990234375,2846.10009765625,2865.0,901475
2024-09-26,2869.13232421875,2891.10009765625,2902.0,2831.39990234375,2870.0,717570
2024-09-27,2927.287109375,2949.699951171875,2958.0,2869.14990234375,2887.449951171875,1294096
2024-09-30,2818.27197265625,2839.85009765625,2947.39990234375,2806.35009765625,2947.39990234375,1318103
2024-10-01,2817.080810546875,2838.64990234375,2875.25,2811.0,2857.0,853088
2024-10-03,2704.889892578125,2725.60009765625,2800.0,2716.25,2761.0,1164231
2024-10-04,2667.079345703125,2687.5,2751.300048828125,2658.0,2729.0,1039593
2024-10-07,2617.806884765625,2637.85009765625,2700.0,2621.14990234375,2688.0,658074
2024-10-08,2719.72607421875,2740.550048828125,2747.35009765625,2621.449951171875,2624.5,1114457
2024-10-09,2761.4072265625,2782.550048828125,2804.60009765625,2721.0,2760.0,884279
2024-10-10,2772.27392578125,2793.5,2828.0,2762.0,2780.0,498243
2024-10-11,2773.117431640625,2794.35009765625,2800.0,2764.64990234375,2791.550048828125,272568
2024-10-14,2808.8935546875,2830.39990234375,2845.0,2789.0,2794.300048828125,446302
2024-10-15,2812.0693359375,2833.60009765625,2848.0,2800.64990234375,2846.10009765625,671968
2024-10-16,2753.07080078125,2774.14990234375,2829.89990234375,2754.5,2824.050048828125,336618
2024-10-17,2658.891845703125,2679.25,2749.85009765625,2594.60009765625,2744.0,2812222
2024-10-18,2695.263427734375,2715.89990234375,2753.800048828125,2651.10009765625,2678.949951171875,570397
2024-10-21,2716.89794921875,2737.699951171875,2756.35009765625,2666.10009765625,2715.35009765625,685233
2024-10-22,2642.269287109375,2662.5,2749.0,2658.050048828125,2749.0,453367
2024-10-23,2543.475830078125,2562.949951171875,2771.89990234375,2485.89990234375,2689.85009765625,2474437
2024-10-24,2463.48828125,2482.35009765625,2649.0,2475.14990234375,2625.0,2651875
2024-10-25,2431.185546875,2449.800048828125,2502.10009765625,2375.0,2502.10009765625,2013642
2024-10-28,2443.64013671875,2462.35009765625,2481.699951171875,2408.5,2449.75,887553
2024-10-29,2428.605224609375,2447.199951171875,2474.39990234375,2410.199951171875,2460.0,817875
2024-10-30,2440.21630859375,2458.89990234375,2496.050048828125,2425.0,2425.0,844370
2024-10-31,2474.751953125,2493.699951171875,2500.699951171875,2448.35009765625,2460.050048828125,1006395
2024-11-01,2490.630126953125,2509.699951171875,2525.0,2501.75,2525.0,84638
2024-11-04,2393.8212890625,2412.14990234375,2523.85009765625,2404.699951171875,2523.85009765625,791508
2024-11-05,2439.719970703125,2458.39990234375,2468.14990234375,2395.0,2412.14990234375,496975
2024-11-06,2467.01123046875,2485.89990234375,2513.0,2462.39990234375,2478.0,606094
2024-11-07,2460.610107421875,2479.449951171875,2514.0,2443.199951171875,2497.0,626252
2024-11-08,2449.147705078125,2467.89990234375,2490.300048828125,2445.0,2486.0,229547
2024-11-11,2441.80419921875,2460.5,2493.60009765625,2441.050048828125,2455.0,304447
2024-11-12,2421.757568359375,2440.300048828125,2485.0,2430.0,2460.0,488274
2024-11-13,2367.6220703125,2385.75,2425.949951171875,2356.949951171875,2421.800048828125,1158274
2024-11-14,2377.943115234375,2396.14990234375,2415.0,2360.0,2375.0,308515
2024-11-18,2397.642333984375,2416.0,2443.300048828125,2395.050048828125,2409.0,369073
2024-11-19,2410.79150390625,2429.25,2469.89990234375,2413.60009765625,2419.800048828125,349283
2024-11-21,2370.301513671875,2388.449951171875,2429.25,2381.550048828125,2415.0,526062
2024-11-22,2395.90576171875,2414.25,2425.300048828125,2361.0,2378.75,483482
2024-11-25,2439.670654296875,2458.35009765625,2488.85009765625,2446.050048828125,2465.0,1152942
2024-11-26,2406.177001953125,2424.60009765625,2468.75,2413.050048828125,2463.199951171875,522817
2024-11-27,2422.104736328125,2440.64990234375,2446.0,2405.0,2430.0,560953
2024-11-28,2397.096435546875,2415.449951171875,2459.199951171875,2410.0,2441.5,920475
2024-11-29,2415.9521484375,2434.449951171875,2445.0,2396.89990234375,2402.0,598013
2024-12-02,2474.4541015625,2493.39990234375,2496.5,2451.0,2457.050048828125,886621
2024-12-03,2536.777099609375,2556.199951171875,2572.800048828125,2500.0,2500.14990234375,1504046
2024-12-04,2499.561767578125,2518.699951171875,2569.75,2503.5,2569.75,565355
2024-12-05,2493.111328125,2512.199951171875,2533.800048828125,2472.64990234375,2533.800048828125,518320
2024-12-06,2502.390380859375,2521.550048828125,2537.89990234375,2505.25,2519.89990234375,328425
2024-12-09,2469.93896484375,2488.85009765625,2532.0,2481.050048828125,2527.449951171875,343525
2024-12-10,2501.050537109375,2520.199951171875,2524.0,2483.949951171875,2497.800048828125,549109
2024-12-11,2512.21484375,2531.449951171875,2543.449951171875,2513.050048828125,2520.199951171875,394565
2024-12-12,2504.57373046875,2523.75,2537.60009765625,2496.60009765625,2530.0,282735
2024-12-13,2502.737548828125,2521.89990234375,2530.0,2465.0,2518.050048828125,286975
2024-12-16,2508.69189453125,2527.89990234375,2547.10009765625,2511.85009765625,2521.89990234375,311223
2024-12-17,2434.410888671875,2453.050048828125,2527.89990234375,2433.050048828125,2514.0,934501
2024-12-18,2460.41162109375,2479.25,2492.0,2428.449951171875,2438.050048828125,671227
2024-12-19,2440.96044921875,2459.64990234375,2466.25,2423.0,2449.0,622765
2024-12-20,2373.477294921875,2391.64990234375,2470.0,2381.75,2470.0,575609
2024-12-23,2370.15283203125,2388.300048828125,2419.85009765625,2380.0,2395.449951171875,624465
2024-12-24,2408.70751953125,2427.14990234375,2433.64990234375,2372.550048828125,2389.0,377743
2024-12-26,2420.02099609375,2438.550048828125,2448.0,2416.800048828125,2431.10009765625,384423
2024-12-27,2402.058349609375,2420.449951171875,2489.800048828125,2417.75,2439.5,456684
2024-12-30,2335.716552734375,2353.60009765625,2428.89990234375,2333.449951171875,2418.800048828125,2546678
2024-12-31,2350.50341796875,2368.5,2374.89990234375,2346.050048828125,2359.89990234375,649708
2025-01-01,2388.313720703125,2406.60009765625,2420.25,2347.0,2365.0,330907
2025-01-02,2482.443115234375,2501.449951171875,2508.0,2402.050048828125,2419.300048828125,1247379
2025-01-03,2464.08349609375,2482.949951171875,2514.0,2467.5,2514.0,766578
2025-01-06,2395.5087890625,2413.85009765625,2495.0,2401.75,2488.0,592677
2025-01-07,2366.381591796875,2384.5,2450.85009765625,2366.75,2420.050048828125,529516
2025-01-08,2343.854248046875,2361.800048828125,2395.0,2343.0,2381.10009765625,678020
2025-01-09,2308.772705078125,2326.449951171875,2366.39990234375,2311.0,2360.0,956229
2025-01-10,2265.901123046875,2283.25,2349.949951171875,2272.64990234375,2332.5,638304
2025-01-13,2160.0615234375,2176.60009765625,2278.25,2171.39990234375,2277.10009765625,896851
2025-01-14,2218.017578125,2235.0,2264.0,2178.449951171875,2178.449951171875,707155
2025-01-15,2233.39990234375,2250.5,2261.85009765625,2225.39990234375,2237.050048828125,1051263
2025-01-16,2260.74072265625,2278.050048828125,2306.14990234375,2263.0,2269.85009765625,661212
2025-01-17,2283.76416015625,2301.25,2307.14990234375,2254.10009765625,2288.0,569486
2025-01-20,2275.52734375,2292.949951171875,2314.800048828125,2245.0,2314.0,684192
2025-01-21,2274.485107421875,2291.89990234375,2326.5,2282.199951171875,2303.0,687145
2025-01-22,2255.97705078125,2273.25,2309.0,2244.10009765625,2304.0,600777
2025-01-23,2282.623046875,2300.10009765625,2306.5,2248.60009765625,2262.449951171875,336213
2025-01-24,2253.4462890625,2270.699951171875,2307.300048828125,2258.0,2301.0,576285
2025-01-27,2214.44482421875,2231.39990234375,2274.75,2218.14990234375,2264.800048828125,663070
2025-01-28,2318.0517578125,2335.800048828125,2374.89990234375,2217.050048828125,2254.0,1446186
2025-01-29,2446.02197265625,2464.75,2539.199951171875,2356.800048828125,2359.0,3167978
2025-01-30,2436.593994140625,2455.25,2505.10009765625,2429.85009765625,2459.050048828125,879247
2025-01-31,2439.223876953125,2457.89990234375,2492.5,2440.550048828125,2457.550048828125,681021
2025-02-01,2535.685302734375,2555.10009765625,2688.0,2435.550048828125,2466.0,2148989
2025-02-03,2633.5859375,2653.75,2661.199951171875,2527.64990234375,2549.89990234375,3036331
2025-02-04,2624.306884765625,2644.39990234375,2720.0,2637.449951171875,2659.89990234375,1473984
2025-02-05,2597.16455078125,2617.050048828125,2660.0,2597.39990234375,2655.0,594760
2025-02-06,2571.659912109375,2591.35009765625,2627.949951171875,2585.699951171875,2617.0,306299
2025-02-07,2585.85107421875,2605.64990234375,2630.550048828125,2576.800048828125,2610.60009765625,493929
2025-02-10,2538.960205078125,2558.39990234375,2650.0,2535.60009765625,2616.0,440811
2025-02-11,2466.117919921875,2485.0,2558.39990234375,2470.699951171875,2545.75,366437
2025-02-12,2474.503662109375,2493.449951171875,2502.5,2420.0,2500.0,527642
2025-02-13,2456.591064453125,2475.39990234375,2524.199951171875,2461.0,2490.0,396181
2025-02-14,2383.153076171875,2401.39990234375,2485.60009765625,2368.5,2476.0,483107
2025-02-17,2347.724365234375,2365.699951171875,2403.0,2356.050048828125,2401.39990234375,459708
2025-02-18,2335.76611328125,2353.64990234375,2371.949951171875,2337.10009765625,2360.5,514133
2025-02-19,2363.80126953125,2381.89990234375,2397.0,2330.050048828125,2342.800048828125,631536
2025-02-20,2400.867431640625,2419.25,2425.0,2345.0,2375.0,645674
2025-02-21,2307.283935546875,2324.949951171875,2417.300048828125,2302.550048828125,2414.60009765625,1384743
2025-02-24,2344.4990234375,2362.449951171875,2375.85009765625,2274.550048828125,2309.550048828125,505656
2025-02-25,2342.712890625,2360.64990234375,2396.0,2347.550048828125,2367.0,455790
2025-02-27,2321.177734375,2338.949951171875,2384.25,2304.10009765625,2360.64990234375,558324
2025-02-28,2208.58984375,2225.5,2318.0,2192.75,2318.0,1399849
2025-03-03,2306.192626953125,2323.85009765625,2335.0,2248.10009765625,2268.949951171875,1316845
2025-03-04,2276.469970703125,2293.89990234375,2335.0,2252.300048828125,2289.949951171875,1208564
2025-03-05,2312.990478515625,2330.699951171875,2347.39990234375,2280.5,2308.60009765625,695924
2025-03-06,2301.875732421875,2319.5,2358.0,2292.550048828125,2358.0,651917
2025-03-07,2315.173583984375,2332.89990234375,2359.10009765625,2307.699951171875,2332.0,683846
2025-03-10,2240.0986328125,2257.25,2341.39990234375,2245.0,2332.89990234375,480419
2025-03-11,2271.45849609375,2288.85009765625,2299.14990234375,2218.800048828125,2247.0,574902
2025-03-12,2241.835205078125,2259.0,2299.949951171875,2242.199951171875,2291.0,519721
2025-03-13,2233.796630859375,2250.89990234375,2287.949951171875,2246.050048828125,2255.050048828125,413139
2025-03-17,2249.575927734375,2266.800048828125,2313.449951171875,2256.050048828125,2258.550048828125,582066
2025-03-18,2249.575927734375,2266.800048828125,2266.800048828125,2266.800048828125,2266.800048828125,0
2025-03-19,2302.12353515625,2319.75,2342.5,2303.699951171875,2324.0,610676
2025-03-20,2328.96826171875,2346.800048828125,2353.050048828125,2308.5,2348.14990234375,597377
2025-03-21,2395.5087890625,2413.85009765625,2450.0,2350.050048828125,2355.85009765625,1871573
2025-03-24,2426.124267578125,2444.699951171875,2457.75,2395.050048828125,2434.0,703461
2025-03-25,2403.1005859375,2421.5,2464.0,2410.0,2464.0,767700
2025-03-26,2420.73876953125,2429.199951171875,2450.0,2407.0,2415.0,512282
2025-03-27,2447.0966796875,2455.64990234375,2460.949951171875,2370.0,2411.949951171875,636174
2025-03-28,2411.42138671875,2419.85009765625,2468.0,2401.5,2463.0,582409
2025-04-01,2432.348388671875,2440.85009765625,2459.199951171875,2392.89990234375,2425.0,463333
2025-04-02,2487.406005859375,2496.10009765625,2518.449951171875,2443.550048828125,2450.0,832671
2025-04-03,2467.42578125,2476.050048828125,2501.0,2441.25,2470.0,529522
2025-04-04,2456.3642578125,2464.949951171875,2550.949951171875,2450.39990234375,2473.050048828125,567198
